guideline_id,filename,guideline_name,guideline_label,icd10,age_category,section_order,section_title,canonical_title,section_kind,chunks,chars
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,42,Приложение В. Информация для пациента,информация для пациента,appendix,1,815
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,43,"Приложение Г1-ГN. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,135
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,44,Приложение Г1. Оценка степени тяжести цирроза печени по шкале,оценка степени тяжести цирроза печени по шкале,appendix,1,1982
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,45,Приложение Г2. Стадии фиброза печени по шкале METAVIR,стадии фиброза печени по шкале metavir,appendix,1,543
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,46,Приложение Г3. Стадии фиброза печени по шкале Knodell,стадии фиброза печени по шкале knodell,appendix,1,1768
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,47,Приложение Г4. Расчет индекса фиброза FIB-4,расчет индекса фиброза fib-4,appendix,1,764
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,48,Приложение Г5. Расчет индекса фиброза APRI,расчет индекса фиброза apri,appendix,1,622
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,49,Приложение Г6. Расчет индекса фиброза ФиброМакс,расчет индекса фиброза фибромакс,appendix,1,1701
900_1,900_1.pdf,Хронический вирусный гепатит B,900_1 — Хронический вирусный гепатит B,B18.1,Взрослые,50,Приложение Г7. Малоинвазивный метод диагностики фиброза в печени ФиброТест,малоинвазивный метод диагностики фиброза в печени фибротест,appendix,1,1571
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,1,1.1 Определение заболевания или состояния (группы заболеваний или,определение заболевания или состояния (группы заболеваний или,numbered,1,235
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний или,этиология и патогенез заболевания или состояния (группы заболеваний или,numbered,1,1160
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или,эпидемиология заболевания или состояния (группы заболеваний или,numbered,1,944
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,4,1.4 Особенности кодирования заболевания или состояния (группы заболеваний,особенности кодирования заболевания или состояния (группы заболеваний,numbered,1,696
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,5,1.6 Клиническая картина заболевания или состояния (группы заболеваний или,клиническая картина заболевания или состояния (группы заболеваний или,numbered,6,9908
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,6,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,4,6516
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,7,2.2 Физикальное обследование,физикальное обследование,numbered,3,4347
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,8,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,1,93
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,9,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,1,49
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,10,2.4.1 Лучевая диагностика,лучевая диагностика,numbered,2,3723
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,11,2.4.2 Электроодонтометрия зуба (ЭОМ),электроодонтометрия зуба (эом),numbered,2,2329
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,12,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,1,37
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,13,2.5.1 Термометрия (термодиагностика зуба),термометрия (термодиагностика зуба),numbered,1,1850
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,14,3.1 Консервативное лечение,консервативное лечение,numbered,14,23853
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,15,3.2 Оперативное (хирургическое) лечение,оперативное (хирургическое) лечение,numbered,1,1175
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,16,3.3.1 Физиотерапевтическое лечение,физиотерапевтическое лечение,numbered,4,6433
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,17,7.1 Оказанная неотложная помощь,оказанная неотложная помощь,numbered,1,1116
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,18,7.2 Перенесенные и сопутствующие заболевания,перенесенные и сопутствующие заболевания,numbered,1,750
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,19,"7.3 Сотрудничество пациента и его родителей, избегание повторной травмы","сотрудничество пациента и его родителей, избегание повторной травмы",numbered,1,835
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,20,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,2,3021
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,21,Список литературы,список литературы,bibliography,7,11750
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,22,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,1,1446
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,23,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,2,3413
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,24,"Приложение А3. Справочные материалы, включая соответствие","справочные материалы, включая соответствие",appendix,5,7820
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,25,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,1669
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,26,1.4 Диагностические мероприятия:,диагностические мероприятия,numbered,1,1860
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,27,1.7 Диагностические мероприятия:,диагностические мероприятия,numbered,1,32
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,28,1.7.1 Сбор жалоб и анамнеза,сбор жалоб и анамнеза,numbered,1,972
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,29,2.1 Диагностические мероприятия:,диагностические мероприятия,numbered,1,32
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,30,2.1.1 Сбор жалоб и анамнеза,сбор жалоб и анамнеза,numbered,1,637
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,31,2.2.2 Выведение зуба из окклюзии,выведение зуба из окклюзии,numbered,1,442
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,32,"2.3.1 Ограничение нагрузки на травмированный зуб, отказ от откусывания пищи","ограничение нагрузки на травмированный зуб, отказ от откусывания пищи",numbered,1,518
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,33,3.1 Диагностические мероприятия:,диагностические мероприятия,numbered,1,32
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,34,3.1.1 Сбор жалоб и анамнеза,сбор жалоб и анамнеза,numbered,1,560
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,35,3.2.2 Динамическое наблюдение за жизнеспособностью сосудисто-нервного пучка,динамическое наблюдение за жизнеспособностью сосудисто-нервного пучка,numbered,1,76
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,36,3.2.3 При гибели сосудисто-нервного пучка проводится эндодонтическое лечение,при гибели сосудисто-нервного пучка проводится эндодонтическое лечение,numbered,1,101
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,37,"3.3.1 Ограничение нагрузки на травмированный зуб, отказ от откусывания пищи","ограничение нагрузки на травмированный зуб, отказ от откусывания пищи",numbered,1,455
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,38,3.4 Диагностические мероприятия:,диагностические мероприятия,numbered,1,728
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,39,3.5.2 Если,если,numbered,1,257
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,40,3.5.3 В случае нахождения постоянного зуба на значительном расстоянии от,в случае нахождения постоянного зуба на значительном расстоянии от,numbered,1,209
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,41,3.5.4 Так как при внедрении зуба чаще происходит утрата жизнеспособности,так как при внедрении зуба чаще происходит утрата жизнеспособности,numbered,1,310
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,42,"3.6.1 Ограничение нагрузки на травмированный зуб, отказ от откусывания пищи","ограничение нагрузки на травмированный зуб, отказ от откусывания пищи",numbered,1,97
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,43,3.6.2 Пациенты с переломом коронки зуба без повреждения пульпы должны,пациенты с переломом коронки зуба без повреждения пульпы должны,numbered,1,415
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,44,3.7 Диагностические мероприятия:,диагностические мероприятия,numbered,1,35
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,45,3.7.1 Сбор жалоб и анамнеза,сбор жалоб и анамнеза,numbered,1,453
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,46,3.8.2 При длительном отсутствии зуба в лунке – резекция верхушки зуба с,при длительном отсутствии зуба в лунке – резекция верхушки зуба с,numbered,1,210
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,47,3.8.3 Выведение зуба из окклюзии,выведение зуба из окклюзии,numbered,1,32
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,48,3.9 Рекомендации,рекомендации,numbered,1,16
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,49,"3.9.1 Ограничение нагрузки на травмированный зуб, отказ от откусывания пищи","ограничение нагрузки на травмированный зуб, отказ от откусывания пищи",numbered,1,363
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,50,Приложение В. Информация для пациентов,информация для пациентов,appendix,1,1526
901_1,901_1.pdf,Лечение острой травмы зубов у пациентов детского возраста,901_1 — Лечение острой травмы зубов у пациентов детского возраста,"S02.5, S03.2",Дети,51,"Приложение Г1-ГN. Шкалы оценки, вопросники и другие оценочные","шкалы оценки, вопросники и другие оценочные",appendix,1,150
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",1,1.1 Определение заболевания или состояния (группы заболеваний или,определение заболевания или состояния (группы заболеваний или,numbered,1,1249
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",2,1.2 Этиология и патогенез заболевания или состояния (группы заболеваний,этиология и патогенез заболевания или состояния (группы заболеваний,numbered,3,5160
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",3,1.3 Эпидемиология заболевания или состояния (группы заболеваний или,эпидемиология заболевания или состояния (группы заболеваний или,numbered,2,3243
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",4,1.4 Особенности кодирования заболевания или состояния (группы заболеваний,особенности кодирования заболевания или состояния (группы заболеваний,numbered,1,667
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",5,1.5 Классификация заболевания или состояния (группы заболеваний или,классификация заболевания или состояния (группы заболеваний или,numbered,2,2014
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",6,1.6 Клиническая картина заболевания или состояния (группы заболеваний или,клиническая картина заболевания или состояния (группы заболеваний или,numbered,13,23371
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",7,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,1845
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",8,2.2 Физикальное обследование,физикальное обследование,numbered,1,1832
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",9,2.3 Лабораторные диагностические исследования,лабораторные диагностические исследования,numbered,1,527
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",10,2.4 Инструментальные диагностические исследования,инструментальные диагностические исследования,numbered,1,1962
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",11,3.1 Лечение ран,лечение ран,numbered,5,8638
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",12,3.2 Обезболивание и седация,обезболивание и седация,numbered,3,4694
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",13,3.4 Профилактика столбняка,профилактика столбняка,numbered,5,8201
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",14,Критерии оценки качества медицинской помощи,критерии оценки качества медицинской помощи,criteria,1,1484
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",15,Список литературы,список литературы,bibliography,14,24040
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",16,Приложение А1. Состав рабочей группы по разработке и пересмотру,состав рабочей группы по разработке и пересмотру,appendix,2,2100
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",17,Приложение А2. Методология разработки клинических рекомендаций,методология разработки клинических рекомендаций,appendix,2,3614
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",18,"Приложение А3. Справочные материалы, включая соответствие показаний к","справочные материалы, включая соответствие показаний к",appendix,1,1236
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",19,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,528
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",20,Приложение В. Информация для пациента,информация для пациента,appendix,2,3329
902_1,902_1.pdf,Раны мягких тканей челюстно-лицевой области ,902_1 — Раны мягких тканей челюстно-лицевой области,"S00.1, S00.2, S00.5, S01.1, S01.4, S01.5, S01.7, S01.8, S03.4, S08.1","Взрослые, дети",21,"Приложение Г1-ГN. Шкалы оценки, вопросники и другие оценочные инструменты","шкалы оценки, вопросники и другие оценочные инструменты",appendix,1,155
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",1,1.1 Определение заболевания или состояния,определение заболевания или состояния,numbered,1,450
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",2,1.2 Этиология и патогенез заболевания или,этиология и патогенез заболевания или,numbered,5,8037
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",3,1.3 Эпидемиология заболевания или,эпидемиология заболевания или,numbered,1,650
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",4,1.4 Особенности кодирования заболевания,особенности кодирования заболевания,numbered,1,467
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",5,1.5 Классификация заболевания или,классификация заболевания или,numbered,1,1354
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",6,1.6 Клиническая картина заболевания или,клиническая картина заболевания или,numbered,1,1239
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",7,2.1 Жалобы и анамнез,жалобы и анамнез,numbered,1,814
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",8,2.2 Физикальное обследование,физикальное обследование,numbered,1,1733
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",9,2.3 Лабораторные диагностические,лабораторные диагностические,numbered,1,1587
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",10,2.4 Инструментальные диагностические,инструментальные диагностические,numbered,3,4442
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",11,2.4.1 Особенности диагностики острого панкреатита в IA фазе заболевания,особенности диагностики острого панкреатита в ia фазе заболевания,numbered,1,1449
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",12,2.4.2 Особенности диагностики острого панкреатита в IB фазе заболевания,особенности диагностики острого панкреатита в ib фазе заболевания,numbered,2,2194
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",13,2.4.3 Особенности диагностики псевдокисты поджелудочной железы во II фазе,особенности диагностики псевдокисты поджелудочной железы во ii фазе,numbered,1,1479
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",14,2.4.4 Особенности диагностики гнойных осложнений острого панкреатита во II фазе,особенности диагностики гнойных осложнений острого панкреатита во ii фазе,numbered,2,2277
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",15,2.5 Иные диагностические исследования,иные диагностические исследования,numbered,25,43988
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",16,Критерии оценки качества медицинской,критерии оценки качества медицинской,criteria,1,1325
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",17,Список литературы,список литературы,bibliography,12,21810
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",18,Приложение А1. Состав рабочей группы по,состав рабочей группы по,appendix,2,3399
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",19,Приложение А2. Методология разработки,методология разработки,appendix,4,6373
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",20,"Приложение А3. Справочные материалы,",справочные материалы,appendix,1,1397
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",21,Приложение Б. Алгоритмы действий врача,алгоритмы действий врача,appendix,1,38
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",22,Приложение В. Информация для пациента,информация для пациента,appendix,2,2186
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",23,"Приложение Г1 - TN. Шкалы оценки,",шкалы оценки,appendix,1,139
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",24,Приложение Г1. Ш кала критериев первичной экспресс-оценки тяжести,ш кала критериев первичной экспресс-оценки тяжести,appendix,1,1536
903_1,903_1.pdf,Острый панкреатит,903_1 — Острый панкреатит,"K85.0, K85.1, K85.2, K85.3, K85.8, K85.9","Взрослые, дети",25,Приложение Г2. Ш кала SOFA,ш кала sofa,appendix,1,1925
